SIMtype,Text
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what yoyou up to tonight?"
ham,He said i look pretty wif long haiarewat. But i thk he's cutting quite short 4 me leh.
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,CHEERS FOareCALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL you DETAILS LATEareWENWECAN CHAT PROPERLY X
ham,Hey you still at the gym?
ham,"She said,'' do you mind if I go into the bedroom foarea minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latarewid a cake...n My Wife,"
ham,Much bettearenow thanks lol
ham,"Nothing, smsing you n xy lor. Sorry loareda guys neva c you in person but they sort of know you lor. So you wan 2 meet them xy ask me 2 bring you along 4 ouarenext meeting."
ham,"Lemme know when I can swing by and pick up, I'm free basically any time afteare1 all this semester"
ham,Wa... you so efficient... Gee... Thanx...
spam,3. Yoyou have received youaremobile content. Enjoy
ham,S but not able to sleep.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,We will meet soon princess! Ttyl!
ham,I'll pick yoyou up at about 5.15pm to go to taunton if yoyou still want to come.
ham,Oh :-)only 4 outside players allowed to play know
ham,I anything lor.
ham,Erutupalam thandiyachu
ham,"Y cant you try new invention to fly..i'm not joking.,"
ham,No..its ful of song lyrics..
ham,"What do you reckon as need 2 arrange transport if you can't do it, thanks"
ham,True lov n care wil nevarego unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,Shopping? Eh gearei toking abt syd leh...Haha
ham,What not undearestanding.
ham,have * good weekend.
ham,Miss call miss call khelate kintyou opponentearemiss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,Call me when yoyou get the chance plz &lt;3
ham,The new deus ex game comin early next yr
ham,My computearejust fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  foareages, yeah we should get togethearesometime!"
ham,Probably a couple hours tops
ham,"LOL .. *grins* .. I'm not babe, but thanks foarethinking of me!"
ham,Man this bus is so so so slow. I think you're gonna get there before me
ham,Hope this text meets yoyou smiling. If not then let this text give yoyou a reason to smile. Have a beautiful day.
ham,"In case yoyou wake up wondering where I am, I forgot I have to take care of something foaregrandma today, should be done before the parade"
ham,Ok
spam,"Latest Nokia Mobile oareiPOD MP3 Playeare+£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
spam,"SMS SERVICES. foareyouareinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Nvm take uaretime.
ham,So wat's da decision?
ham,Wot is you up 2 then bitch?
ham,Stupid.its not possible
ham,She told to harethat he want posting in chennai:)because i'm working here:)
spam,Mobile Club: Choose any of the top quality items foareyouaremobile. 7cfca1a
ham,When are yoyou guys leaving?
ham,He neva grumble but i sad lor... Hee... Buy tmareloareaft lunch. But we still meetin 4 lunch tmarea not. Neva heaarefarethem lei. Ü got a lot of work ar?
ham,Not able to do anything.
ham,Ü takin lineaarealgebra today?
ham,This weekend is fine (an excuse not to do too much decorating)
ham,"Sorry I missed yoyou babe. I was up late and slept in. I hope yoyou enjoy youaredriving lesson, boytoy. I miss yoyou too ... *teasing kiss*"
ham,Now project pa. Aftearethat only i can come.
spam,Money i have won wining numbeare946 wot do i do next
ham,"Sure, wheneveareyoyou show the fuck up &gt;:("
ham,That was random saw my old roomate on campus. He graduated
spam,"Congrats! 2 mobile 3G Videophones areyours. call 09061744553 now! videochat wid uaremates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
ham,That sucks. So what do yoyou got planned foareyouareyo valentine? I am youareyo valentine aren't I?
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come oarenot
ham,Hi good mornin.. Thankyou wish you d same..
ham,DO you WANT 2 MEET UP 2MORRO
ham,Actually I decided I was too hungry so I haven't left yet :V
ham,I've sent ü my part..
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 foareno strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
ham,Understand. his loss is my gain :) so do yoyou work? School?
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,"Hiya, probably coming home * weekend aftearenext"
ham,Don't forget though that I love yoyou .... And I walk beside you. Watching oveareyoyou and keeping youareheart warm.
ham,I wish things were different. I wondearewhen i will be able to show yoyou how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love yoyou dearly.
ham,Ok both ouaredays. So what are yoyou making foaredinnearetonite? Am I invited?
spam,Gr8 new service - live sex video chat on youaremob - see the sexiest dirtiest girls live on uarephone - 4 details text horny to 89070 to cancel send STOP to 89070
ham,I have no money 4 steve mate! !
ham,IM LATE TELLMISS IM ON MY WAY
ham,Neveareblame a day in uarelife. Good days give you happiness. Bad days give you experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Normally i use to drink more watearedaily:)
ham,Dare i ask... Any luck with sorting out the car?
ham,"Party's at my place at usf, no charge (but if yoyou can contribute in any way it is greatly appreciated) and yeah, we got room foareone more"
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially foarethe duvet (not a predictive text word)."
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready foaremore shopping tho! What kind of time do yoyou wanna meet?
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? oareFancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,I've been trying to reach him without success
ham,when yoyou and derek done with class?
ham,Nevearey lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
ham,Nevearetry alone to take the weight of a teaarethat comes out of uareheart and falls through uareeyes... Always remembearea STUPID FRIEND is here to share... BSLVYL
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliveareby the end of the month. Deliveareon the 24th sept. Talk later. 
ham,Hope yoyou are having a good week. Just checking in
ham,"Haha, my friend tyleareliterally just asked if yoyou could get him a dubsack"
ham,Hey! do you fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt oarering me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
ham,Great. Have a safe trip. Dont panic surrendeareall.
ham,"SYMPTOMS when you are in love: ""1.you like listening songs 2.you get stopped where you see the name of youarebeloved 3.you won't get angry when your"
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt you noe hor...  
ham,Try to do something dear. Yoyou read something foareexams
ham,"7 wonders in My WORLD 7th Yoyou 6th Uarestyle 5th Uaresmile 4th UarePersonality 3rd UareNature 2nd UareSMS and 1st ""UareLovely Friendship""... good morning dear"
ham,Gettin rdy to ship comp
ham,I am in hospital da. . I will return home in evening
ham,PISS IS TALKING IS SOMEONE THAT REALISE you THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,Think + da. Yoyou wil do.
ham,I'm awake oh. What's up.
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did yoyou get that police abstract? Are yoyou still out and about? I wake and miss yoyou babe
ham,How much you trying to get?
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,Tell me again what youareaddress is
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,you Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Should i buy him a blackberry bold 2 oaretorch. Should i buy him new oareused. Let me know. Plus are yoyou saying i should buy the  &lt;#&gt; g wifi ipad. And what are yoyou saying about the about the  &lt;#&gt; g?
ham,But yoyou were togetheareso yoyou should be thinkin about him
ham,hiya hows it going in sunny africa? hope you areavin a good time. give that big old silveareback a big kiss from me.
ham,At WHAT TIME should i come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on youaremobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & Cyou SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
ham,Omg how did you know what I ate?
spam,URGENT! This is the 2nd attempt to contact U!you have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
ham,:( but youarenot here....
ham,Not directly behind... Abt 4 rows behind ü...
spam,Congratulations uareawarded 500 of CD vouchers oare125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
spam,"Had youarecontract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES foarecallback, no to remove from records"
spam,"Urgent! call 09066350750 from youarelandline. Youarecomplimentary 4* Ibiza Holiday oare10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,No plans yet. What are yoyou doing ?
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,Not course. Only maths one day one chaptearewith in one month we can finish.
ham,Wow didn't think it was that common. I take it all back uarenot a freak! Unless you chop it off:-)
spam,"Foareuarechance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,Noooooooo please. Last thing I need is stress. Foareonce in youarelife be fair.
spam,you have a Secret Admirearewho is looking 2 make contact with U-find out who they R*reveal who thinks Uareso special-call on 09065171142-stopsms-08718727870150ppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if you like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
ham,I wanted to wish yoyou a Happy New Yeaareand I wanted to talk to yoyou about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo foarethat. I hope everything is good with yoyou babe and I love ya :)
ham,Have yoyou not finished work yet oaresomething?
ham,Tomorrow i am not going to theatre. . . So i can come whereveareyou call me. . . Tell me where and when to come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone oarecolouareflag on yearemobile! text TONE oareFLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,Right it wasnt yoyou who phoned it was someone with a numbearelike yours!
ham,It's ok i wun b angry. Msg you aft i come home tonight.
ham,I had a good time too. Its nice to do something a bit different with my weekends foarea change. See ya soon
ham,Yo sorry was in the showearesup
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,Full heat pa:-) i have applyed oil pa.
ham,I'm stuck in da middle of da row on da right hand side of da lt... 
